dog_type,O,C,E,A,N
Independent Thinker,3.514883596076372,2.819925252635234,1.3243402100148682,1.0,2.8396638644311887
Independent Thinker,1.642482460158065,1.0993286174875199,1.0,2.0800560591393102,2.9427885141400756
Independent Thinker,3.487305237044995,3.0719298652117972,1.0,1.3485951198609805,1.8748255716168358
Independent Thinker,3.846882103884914,1.8847757674478025,1.0,1.54090851856099,2.876169167191233
Independent Thinker,2.3316548051531982,1.9389243286476239,1.0,1.0,2.200459631413729
Independent Thinker,3.608905356254632,2.2620668090867255,1.0,1.0,1.0
Independent Thinker,4.369701107654185,1.0,2.255403609459896,1.9458696436841456,1.099409647463938
Independent Thinker,1.8672150487322547,2.3503702163863385,1.0,1.1024846421582075,1.5171724091930816
Independent Thinker,1.2188415855343666,1.0,1.2266842484945972,1.0,1.4469101830858677
Independent Thinker,3.6958638390937852,3.1734422766324446,1.0,1.0,2.500143033113884
Independent Thinker,1.6430644303004247,2.223153054747697,1.551885971822154,1.6802302084176293,1.0
Independent Thinker,2.2386447301910595,1.1217367471765334,1.099886954409213,1.480744579767984,3.496710407445981
Independent Thinker,2.5050345196319266,1.502427501690786,2.1496720188787473,1.296576938530305,3.2676515111879736
Independent Thinker,3.2887280030098363,1.0,1.0,1.0,2.6620518347584734
Independent Thinker,4.188596823087008,3.849362141386381,1.84310533232324,2.162838577534986,1.4199836673463153
Independent Thinker,1.8435841832561433,2.850079332417553,1.4176807522394006,1.1074443743408926,2.3873714806329898
Independent Thinker,3.323185482458206,3.2838168598535615,2.294985584816956,1.544220352340347,2.845802872562928
Independent Thinker,3.5140625524247757,1.5388302679653811,1.75656467491314,1.0,3.053891552295883
Independent Thinker,1.805477060233965,2.285803286794733,1.0,1.5533889830744267,1.9660747740720912
Independent Thinker,1.4052440418366672,2.4206996310184787,1.0,1.8811467208133692,2.0013256887344073
Independent Thinker,3.3954209853880384,1.0424310449847878,1.0,1.0,2.856702480242556
Independent Thinker,4.677377087805489,1.1948282482571237,2.0768481446576805,1.0,1.0
Independent Thinker,2.0412215438132253,1.0,1.0,1.4129989121377975,1.7859323022721387
Independent Thinker,3.37940539760511,2.690472686121513,1.2656169931725334,1.6577631761503737,1.9304677137577306
Independent Thinker,1.8130066116942551,3.057814180820796,1.0,1.0,1.8220821241956018
Independent Thinker,2.087189080703487,1.5825696180105677,1.3440539215634666,1.348341739246127,1.1021699335743702
Independent Thinker,2.512294627051255,3.074333004770244,1.4964001177339412,3.0750650393485417,3.1801281737415277
Independent Thinker,4.144293068559939,1.0,1.7638603516334226,1.0,1.4490181964617506
Independent Thinker,3.1680153405325284,2.945211534611483,1.5008315910042116,1.0,2.7424589135926203
Independent Thinker,2.3624124579240364,2.216683118964286,1.0,1.0,2.7662429750405098
Independent Thinker,1.959806280184102,3.945195074276933,1.0,1.0,2.370211889941741
Independent Thinker,3.5843141664353095,1.899524279428294,1.0,1.4105500853276165,1.7689305225423197
Independent Thinker,4.393181257934906,2.8393491142316023,1.8728243510056348,1.0,1.9206115755942972
Independent Thinker,2.6995340512792962,1.0,1.360164183945767,1.0,2.655403829850237
Independent Thinker,1.9298084371056683,3.719040612841821,1.0,1.2193023372004361,2.791859310388068
Independent Thinker,2.429359569799887,2.8524686434329505,1.0,2.45211769918256,2.0141492649657584
Independent Thinker,2.40358859203112,1.7008182275725654,1.8089192693927194,1.0,1.2506423105772224
Independent Thinker,2.778463402416262,1.0,2.8205439079418158,1.0,2.831616786180404
Independent Thinker,3.2094700836477728,1.015465949518032,1.0,1.784002779310748,1.8117386649136935
Independent Thinker,4.193112945851028,3.021515392781864,1.9189148546583294,1.0,1.0
Independent Thinker,2.3864123946372056,2.1962409406667205,1.5457867135323555,1.0,1.9918867983882498
Independent Thinker,3.1580892253231845,1.7224557436844483,2.291273839015879,1.4217800742508708,3.3101919080808972
Independent Thinker,2.784039479649768,2.937477492506925,2.6350663945275192,2.311693449272661,1.0
Independent Thinker,2.746323922457619,1.6548352945502034,1.489254535076328,1.686353555014533,1.1611073259742637
Independent Thinker,3.0678385139169375,1.0,2.44194500580189,1.0,2.055863939844497
Independent Thinker,2.690350286011939,3.146027575013415,1.0,1.0,1.8941812425023021
Independent Thinker,2.5463636124083173,3.7262265456356323,1.0,1.7717961772356612,2.3562527887060836
Independent Thinker,4.261519252535516,1.3328109152224945,1.0,2.0960699074773985,2.42532130833011
Independent Thinker,1.4550626533232414,1.4606949855367297,1.386382653848061,1.837764221546589,1.320769346807045
Independent Thinker,1.0,2.523223185737033,1.0,1.0,1.0
Independent Thinker,3.8139808601977414,2.1286174504049664,1.0,2.3890243629627617,2.6373246830230723
Independent Thinker,4.6163000427219165,1.0,1.0,1.0,1.7706176681445327
Independent Thinker,2.7513841462333226,2.6266136372630706,1.0455638811418984,1.6234071382799156,2.703440133138894
Independent Thinker,5.0,1.6847033447138755,1.0,1.2460836153164088,1.1977199728604564
Independent Thinker,4.481960768436536,1.7167819610547674,1.0,1.0,2.718417423471641
Independent Thinker,2.842253016768515,1.3583331798696179,2.6653519176235307,1.0,2.0355660740329937
Independent Thinker,3.6523061516102304,1.0,1.480260501405925,1.0,2.8227827808340025
Independent Thinker,2.037348988081024,2.6927690318488606,2.105833066294713,1.861436525632805,2.2513166482381024
Independent Thinker,2.7686990570703003,1.423580423665156,2.471034690817104,1.0,1.0
Independent Thinker,3.66536893503283,1.2038631968135045,1.0,1.0,1.5170901605394822
Independent Thinker,2.917284976103507,2.243091727660699,1.9513062442994835,1.5268979236657936,1.8091277804468202
Independent Thinker,2.80180432362028,2.5101574689151835,2.2725701629285693,1.1263141994832002,1.530869145789591
Independent Thinker,2.0071339989144548,1.0,1.6662696720435233,1.5779785236395572,2.5773635251066613
Independent Thinker,2.871340553647944,3.4069347458917507,1.0,1.9552692372072054,1.961257105010457
Independent Thinker,2.3916492353206626,2.5925303073177615,1.4096361186839936,1.356972759266926,2.0812784220561986
Independent Thinker,2.962106918283169,4.3883719928704386,2.184256645196173,1.7228268949855121,2.111799158203388
Independent Thinker,4.007157200596669,2.517994776391452,1.0262047527740357,1.0,1.9190826623373118
Independent Thinker,1.0,2.210600839297642,1.0,2.592669998282884,2.0193440708117545
Independent Thinker,1.8110365804650381,1.9501198458718823,1.0,1.4734074157124664,2.2909473643394853
Independent Thinker,3.9578396311082678,1.2091182083054346,1.0340080962281468,1.0,2.7014947819247146
Independent Thinker,3.5188711804401223,2.4958050210275706,1.001619031356941,1.4147728907887909,3.6043391083085963
Independent Thinker,2.714905742957986,2.1386451837100844,1.0,1.0,2.0978132930933073
Independent Thinker,4.103933546701907,1.7437191757484276,1.0,1.0,1.465243329155677
Independent Thinker,3.2949714557088217,1.0,2.2809395766667278,1.0,2.7219034854381414
Independent Thinker,1.7300014026061241,2.668840130546218,1.6719446078144975,1.3842020720058965,1.0055714782002076
Independent Thinker,3.249548189598077,1.0,1.0,2.029413100955326,2.796701927070742
Independent Thinker,3.015182942540433,1.025193424077158,1.6455877121741933,1.0193812376980251,1.0
Independent Thinker,3.7826298263165183,1.9757671661303078,2.2024512479830722,1.0,1.0
Independent Thinker,3.279083858345185,2.2915636766819727,1.0,1.0,4.755217743719902
Independent Thinker,2.6943893858461965,2.730958976376216,1.0,1.0,1.8297417532040945
Independent Thinker,2.7343954397138948,1.6001217613316285,1.0,1.2642682716456366,1.8498830487461935
Independent Thinker,1.7359938320526362,2.486184791561939,1.0,1.0,2.739180494701568
Independent Thinker,3.5070202721353567,1.942604634925964,1.0,1.0,1.7372532523134958
Independent Thinker,1.4041060314258864,1.260971341976767,1.6523303381766798,2.427305364289216,1.5805652473414493
Independent Thinker,3.7564883543160983,1.0,1.6594512411136115,1.0,2.3073456167079702
Independent Thinker,2.7522475817602907,3.320414009783834,1.0,1.627606297561831,1.7204925367034665
Independent Thinker,2.8416945219903362,1.8161461068407903,1.0,1.0,1.9373517778781786
Independent Thinker,3.2412402484067293,2.0845051456928627,1.7979945496122365,1.9235086160473687,1.0
Independent Thinker,3.868772500590771,1.0,1.5878558881377351,1.6197387847028688,1.0
Independent Thinker,3.0929792465294095,1.5315038866396842,1.0,2.3508523306990057,1.346320859362581
Independent Thinker,2.19362307088195,2.0756949400050932,1.6855897462984164,1.0,3.166370545669252
Independent Thinker,3.5309756619640904,1.0,1.0,1.0,2.4793609534294223
Independent Thinker,1.0,4.549009708717723,1.53102609489421,1.148876803917691,3.1815677164191465
Independent Thinker,5.0,2.870746644588403,1.94881309647162,1.1306900244643823,1.8584742466330517
Independent Thinker,2.524204555995099,1.173888008285458,1.0,1.0,1.9241285493149767
Independent Thinker,1.3153324227736132,2.1909165241437107,1.0,1.1469352983866878,1.4778684299800076
Independent Thinker,5.0,3.360115900180313,1.0,1.2328680874268982,1.3919938570626764
Independent Thinker,1.985520273292586,1.0,1.432216690759254,1.0,2.967826024025204
Independent Thinker,3.993782214530439,3.3739143852114495,1.0,1.4753656106920103,2.6324542166423006
Independent Thinker,2.525821824896035,1.228228042607125,2.609520665775973,1.2274958757320538,2.635967750711738
Independent Thinker,2.1779239881720724,1.0,1.0,1.0,1.0
Independent Thinker,2.990155191349617,1.0,1.0,1.670911248276875,2.603790520277894
Independent Thinker,2.608123234613134,1.0,1.0,1.0,2.6445184916452913
Independent Thinker,3.9282456913443244,1.5034682645180308,1.0,1.2678436378663334,1.1764650293741505
Independent Thinker,2.4817473611387975,3.3252760904370375,1.827115428565768,1.1579743122514516,1.0
Independent Thinker,3.211396567470659,3.0626572907875262,1.0,2.351114089986715,3.2927452895182068
Independent Thinker,4.663732832143474,2.305243126531353,1.5873916998060122,2.4141872883310898,2.4473939370689757
Independent Thinker,2.4987658922097875,1.551457163472139,1.238554953773739,1.0,1.8567410846358074
Independent Thinker,4.096547118230253,1.0,2.5344821017945147,2.1223742187031593,1.5402353841695238
Independent Thinker,3.54339082787181,2.0031477269063265,2.229990368438683,1.9826831427699412,1.0
Independent Thinker,3.5872624134641766,1.7943721463567524,1.0828325705181,1.0,3.748137069120835
Independent Thinker,4.040061819902576,1.2602288360270326,1.0,1.0,2.434502646091306
Independent Thinker,3.240205843946223,3.2531328247682434,1.7899197221808523,1.9695690257529068,2.3268554006104374
Independent Thinker,1.6107012697890095,1.8043014688530985,2.0600897399086655,1.0,2.503090368623747
Independent Thinker,2.681251684753867,1.0,1.0,1.309047443032654,1.3443122805385563
Independent Thinker,2.7642887551433315,1.0605367580140173,2.119244917564096,1.0,3.452755545126183
Independent Thinker,4.528747850540908,1.9189540352782561,1.0,1.0,1.0
Independent Thinker,1.62616517510134,3.378469627461505,1.115824587226946,1.3896045240919879,1.0
Independent Thinker,1.8020335707827384,2.8870797764462868,1.2867741123825862,1.0,2.5648423586001226
Independent Thinker,4.635797806135815,1.7789575364629495,1.0693698026580694,1.1925969187313052,4.392109635273993
Independent Thinker,1.0,2.683223014788808,1.0,1.5667717261841796,1.3426274460052756
Independent Thinker,2.9510349691415496,2.7114105794654955,4.112910201043841,1.8080361894020713,1.1519344019694913
Balanced All-Rounder,2.576240317977297,2.546585891616146,1.204356827369985,2.669909808298563,3.732829081821745
Balanced All-Rounder,1.7257678809232049,4.048482651050593,3.4877748210843382,2.265766678028962,2.8584703626621524
Balanced All-Rounder,4.5983218076410335,3.733547813505866,3.008783654898148,2.762316683039016,3.0766090704516595
Balanced All-Rounder,2.488236442057697,1.0,5.0,3.1553249991994017,3.398147265122537
Balanced All-Rounder,2.9420922501230913,2.264883199275412,2.8140755190512294,1.4006052378056888,5.0
Balanced All-Rounder,1.765488001577604,1.9680337161528205,2.5597407956135996,4.288075724852377,3.014508999262654
Balanced All-Rounder,1.7638642039695376,4.254338360757339,3.731000626785481,3.5384349572164524,3.7157342411708405
Balanced All-Rounder,5.0,5.0,2.3132846569967045,4.623884992811153,3.3831681897589005
Balanced All-Rounder,3.4990958161377494,1.3077291683566714,2.829614234611804,2.187176409663435,3.8280588148933092
Balanced All-Rounder,4.071080500402805,1.0,2.9779651359957295,4.121861504794252,2.813321037686555
Balanced All-Rounder,3.7290636450023644,3.351165467627084,3.3416602319526265,2.7286850219317027,1.7834191958642904
Balanced All-Rounder,1.8784698525749726,3.7093525144553174,3.019458255518883,2.8614877553927753,2.5761099576776476
Balanced All-Rounder,2.694811154519248,4.046911794488139,2.664755918131973,1.6589352866984313,3.7436517755401733
Balanced All-Rounder,2.795123336135283,3.0313958655327764,4.60757830639951,2.979439442649493,3.289183673118725
Balanced All-Rounder,1.8210765087016747,2.78033054764904,3.609526045208601,1.4446262661587577,3.2008450931157095
Balanced All-Rounder,3.1007910726448062,3.0412874555874394,4.037158898658243,3.3344385148485216,4.478071898356444
Balanced All-Rounder,2.006410484405964,3.135924567218348,3.0844667863899473,1.9307455062449204,3.956295002091346
Balanced All-Rounder,5.0,2.982993925516169,3.5050210882737667,3.0845184758153272,2.2864153300928245
Balanced All-Rounder,1.1792397221979838,2.2942265169046347,1.6080416190482687,4.704102078059118,2.884890306076761
Balanced All-Rounder,2.6540806709528293,3.889153824787806,1.8782488971441123,2.2331359619954476,3.068072269248621
Balanced All-Rounder,4.0287689914234805,3.501685045168788,3.248325142515882,3.0781177352360163,3.400235855526775
Balanced All-Rounder,3.201652905129255,1.9700277252230642,3.046079221633151,1.9263113410822474,3.0810825429008237
Balanced All-Rounder,2.5193520585117586,5.0,2.960105616248288,1.5957604337384113,2.8658197893230755
Balanced All-Rounder,3.519358745637888,4.673363946152524,2.4105476000612818,1.41757202597636,3.816837011430981
Balanced All-Rounder,1.6194012941003488,2.563844558492515,2.7423795144890057,2.930366546699892,3.6891644570743356
Balanced All-Rounder,2.3163657177136123,2.7262707478332393,2.9857296470506114,3.1495979575187882,3.0978271747079225
Balanced All-Rounder,3.4360057752225797,3.8438395096417373,3.392634115650968,3.453585523509218,1.4177768332535223
Balanced All-Rounder,3.0502276991656805,3.4795075480016084,3.7289411945704503,2.307649225766206,2.340960725111355
Balanced All-Rounder,2.4258993247164016,3.5364138998913432,4.033881054924208,2.5925398927083982,3.907962313627049
Balanced All-Rounder,3.123479809164594,2.875714222837564,2.788615770182031,3.746611364602157,3.32557781678707
Balanced All-Rounder,5.0,2.1477753570026756,3.5181017020299756,2.470798990188487,2.130713013011356
Balanced All-Rounder,2.989132862965028,3.137352479407036,5.0,2.815854184316798,1.8698212705153168
Balanced All-Rounder,3.273010717494386,1.0,2.908043217395734,3.0160252822951605,3.7946003829452115
Balanced All-Rounder,3.973622249427847,2.4964303810922823,2.8493859853700667,2.233879169389329,1.871937445192306
Balanced All-Rounder,3.3098947793806346,1.7264144514034008,2.5853730994281365,2.0048260401007623,3.5496831862902596
Balanced All-Rounder,4.801430099266488,1.698412017196669,1.1469815171024313,2.8751131146499325,3.015697795957758
Balanced All-Rounder,3.2186593067572975,2.5536794847656554,2.799360701174568,3.3675104105406026,4.040430892644839
Balanced All-Rounder,1.0449512296817172,2.631060560968538,3.2138087939410633,2.082023895389264,4.731169631767299
Balanced All-Rounder,2.364590119771263,2.958707312992717,3.5560220968422906,2.4087152111981056,1.1534269521955829
Balanced All-Rounder,2.5713454730834666,4.0294405559270405,2.6631048732148614,2.1535656985410214,3.9256722095027214
Balanced All-Rounder,2.6692251039769475,2.4898391863497826,3.1494560896633095,3.7707502096187873,5.0
Balanced All-Rounder,3.827236107657423,4.159839966388344,2.4940338010121446,1.9741318940305237,3.062331349619123
Balanced All-Rounder,3.1071699152595964,1.9214872586354028,2.8247054700959873,3.399317601719131,3.36039339501808
Balanced All-Rounder,3.5042878533842723,3.2909647301374427,2.492991340729944,2.486099373351157,1.801048602006124
Balanced All-Rounder,4.784775039185095,3.013450364619293,2.775146944205148,2.0712079185475414,5.0
Balanced All-Rounder,1.9266719677771045,2.5711520743939267,3.4158368362860605,3.600212965744278,3.957932055215684
Balanced All-Rounder,4.807608507769263,3.5061576554607123,1.9439692000333324,2.7430548748782186,3.307832372513885
Balanced All-Rounder,5.0,1.602194521575703,4.2025765052252275,3.1799143695464167,3.8378305352294806
Balanced All-Rounder,2.898005283364068,2.1575673698736737,3.750872779401332,3.654431027105621,3.972056965739722
Balanced All-Rounder,2.9866953646213648,2.4001779766801508,1.4412130049761585,3.8193732681394064,3.423889482443986
Balanced All-Rounder,2.0342173671360406,2.461426326703376,2.5332411880485597,1.517015568017582,2.1823176033948664
Balanced All-Rounder,1.8661696431936459,2.5875209881120633,2.2613025016704373,1.3729950791332513,5.0
Balanced All-Rounder,4.252540731029231,2.2209805784800145,3.27242139665361,3.4174650898212953,4.191085854773477
Balanced All-Rounder,2.1813949733399216,4.092106783982426,2.4520946957930647,1.6641375958313867,3.7241365593144975
Balanced All-Rounder,4.290758424122428,5.0,1.8002747349097865,3.6989196850807886,2.590198756206467
Balanced All-Rounder,3.7833587105240314,1.5295104487687494,1.737230224301436,2.224125176833516,3.0789640456680845
Balanced All-Rounder,2.3589187334616444,3.6590543439134198,4.026894618257915,3.5995775412453557,4.618787639660868
Balanced All-Rounder,3.415826629455343,1.783103289659833,4.3633765135383396,2.3948437643940026,3.91041849968557
Balanced All-Rounder,4.573734216555106,3.456688010730399,1.5038411868353503,2.0817878334902087,4.322744466885135
Balanced All-Rounder,2.8308773143571835,3.079573534942166,3.758824416163609,3.6963228620803235,3.2787998123854605
Balanced All-Rounder,2.7913316287795342,2.687331554267643,3.857898825291343,3.5535695310677933,2.7426999993822103
Balanced All-Rounder,4.08211231299314,2.870965884870216,2.1483378256656067,2.2410293010966553,2.0212591636902344
Balanced All-Rounder,2.727589983396313,4.233724278336193,2.194904818969491,3.1884757610181027,2.343310654372587
Balanced All-Rounder,2.7396909587285623,1.4899587880147478,2.779461770843463,2.806294620195038,3.540287944035695
Balanced All-Rounder,3.2232809132553704,1.801607875047955,4.0841982440435425,3.210303040221995,3.198393517177487
Balanced All-Rounder,2.990817646614861,2.4822425527777803,3.217802339748726,3.4755884359285822,1.253104308654445
Balanced All-Rounder,2.4612391626539045,2.7450530295964106,3.256170605694278,4.193311005927126,2.2282591854032177
Balanced All-Rounder,2.502038153182158,2.48746588935345,2.1984724098954587,2.6528135048877375,3.770802219987971
Balanced All-Rounder,1.9461645046356544,3.427814395152903,1.2980977699816645,2.438662003557794,2.670510699782014
Balanced All-Rounder,4.674859672914065,2.725197695247312,1.0,1.0011110931387501,3.034029586346681
Balanced All-Rounder,3.613770855789909,3.375455857627253,3.16757010580099,4.162259597505667,2.4604087792628686
Balanced All-Rounder,3.8949105560268253,1.3679851149735827,2.095052167061934,1.1929586050681837,2.725154699330208
Balanced All-Rounder,2.9537387827336574,3.1141014922265198,3.0618833528871354,2.072446669188272,2.8097591555867845
Balanced All-Rounder,1.5025533313942514,4.36322897513225,2.696373927101999,2.5111138809563087,4.588940328444083
Balanced All-Rounder,1.7577534664507706,1.874412885968031,1.9037796751314349,2.932128618300518,3.4316316296375975
Balanced All-Rounder,3.7396754681178335,5.0,1.0,3.608735589124417,2.4428694274277687
Balanced All-Rounder,2.4135848511112266,2.3802278717461225,2.091230329192027,4.684524834603452,3.8422973270139025
Balanced All-Rounder,3.023195978557375,4.351015752487,1.4874710347011244,1.6692948686690738,1.0
Balanced All-Rounder,2.3005854598767126,3.161698526704753,3.102858577932334,3.1493419110598806,1.5889431689339182
Balanced All-Rounder,3.803154742614022,3.239627518238998,3.7330542814659986,1.1072378224099482,3.31149085879779
Balanced All-Rounder,1.812234760082473,2.6026767474486383,3.534364898636383,3.0910936062559133,2.148460020220681
Balanced All-Rounder,3.0062731561844185,1.468464684756357,4.150267395898296,2.7947159805037485,4.118549944255326
Balanced All-Rounder,2.473468312903957,2.476424011593417,2.2358132133621536,3.8761739316930752,2.290568842671524
Balanced All-Rounder,3.644595432415177,2.61754760233071,1.0240367001083803,2.429685932213534,1.8208917856371516
Balanced All-Rounder,3.0339027236823375,1.8095922643255098,3.925975100714617,2.908924139646973,2.822404005241261
Balanced All-Rounder,3.655892137787583,3.9639069340758626,2.979901248230348,2.2287997004507094,1.2260303838878706
Balanced All-Rounder,2.31395024296482,2.3827877533520385,3.1070574529922967,2.654853118861973,3.6879329720514282
Balanced All-Rounder,2.3870167287293107,2.9429588331470584,4.183987443196889,3.3418252139549667,2.9399624583114354
Balanced All-Rounder,2.398055558064823,2.366768603285023,2.149386747048052,2.4589931342171005,3.7556658387443145
Balanced All-Rounder,2.7781117287077315,1.650226930618769,4.768169293059783,3.319965191145163,1.5930565994868306
Balanced All-Rounder,2.558151072759176,3.1108863828284177,4.704592093297377,1.8918875417411307,3.9760407193559466
Balanced All-Rounder,4.399486426972343,2.37134569492543,2.7224863811397664,1.9636907526262297,2.7965388589196953
Balanced All-Rounder,2.963410025657069,3.6596499980823705,4.090183471020447,2.251903935378353,1.0326749357740055
Balanced All-Rounder,2.978755220723758,3.2935375299686407,3.2494176876850416,2.673326752490956,3.1247520996639344
Balanced All-Rounder,4.515444808352248,3.381734168962509,2.6266315749969156,2.4998021829040047,2.8301476423222693
Balanced All-Rounder,4.63673996183064,2.8166992904738026,2.980205655479292,2.517686429063697,4.0989833574419645
Balanced All-Rounder,4.959837254744675,3.4506130494313885,3.082772903785426,3.0367828331742346,1.0
Balanced All-Rounder,3.7451508642848172,3.1341664159958436,3.428342050660725,2.2885378059162953,2.6155431210229083
Balanced All-Rounder,2.588975063496827,4.021622984073039,2.621240163396907,5.0,3.430862419015037
Balanced All-Rounder,1.7243173400042684,2.871453706748043,2.3483248778435843,1.0,4.59947094011379
Balanced All-Rounder,3.7031425422200037,3.5332073178993126,3.165403660299704,1.6179824313075624,2.5163828604445633
Balanced All-Rounder,3.841780774784013,1.9487799702174975,1.0,2.772893992219074,2.8582424459724614
Balanced All-Rounder,3.1355634164147093,3.728518643514536,3.6376058122312087,3.258769805243922,4.195531388086709
Balanced All-Rounder,1.4810302191866853,3.5045818144773904,3.6265383633369423,1.7604377139197607,1.497129391317611
Balanced All-Rounder,2.2540578735243986,2.338458557484708,3.753419463502431,2.385461216308905,2.143651481718796
Balanced All-Rounder,2.388366263305441,4.118632334154212,3.0130433743769522,2.8207489746430876,2.8899945012989483
Balanced All-Rounder,4.292060334326523,2.250828273396758,4.3155082909401035,3.2104962989215036,2.839580618024652
Balanced All-Rounder,5.0,1.9443605102014037,2.646314240432994,1.7675687608359998,3.952461970536169
Balanced All-Rounder,4.689188933651678,4.6699227814046385,4.223948753146004,2.8023795322040344,2.6347590225101536
Balanced All-Rounder,1.328830227505935,5.0,3.4689780781484676,2.508043095130517,4.328056888986968
Balanced All-Rounder,2.0272354832399992,3.406622034222674,2.8273708657091654,3.638677139880301,2.9364264608138786
Balanced All-Rounder,1.5490721088887756,3.075576372670038,4.048864141875361,2.9707835941460146,3.775115121589086
Balanced All-Rounder,1.9544705143259469,2.973739206730148,2.3754895449114226,3.74698084010471,3.0314915622619956
Balanced All-Rounder,3.6900736763366124,4.087710426157866,3.6916185751213884,3.2731184342936444,2.0017877414885947
Balanced All-Rounder,2.9972138893330986,2.4669095979841673,2.6559360432957733,2.625465849249749,2.0200744252177554
Balanced All-Rounder,1.0426614108660102,2.331856951672233,3.193379451924159,1.6518229545725098,3.0156822364716245
Balanced All-Rounder,4.900268424310965,4.023056555252239,4.64354150912053,3.3911278769327264,4.167509822986446
Balanced All-Rounder,2.276035269532213,2.355659732978016,1.0,4.1861454740422985,4.5403239798198864
Balanced All-Rounder,2.4468227546527306,2.7460482936027653,2.2461378863090387,3.3826535514774916,4.124932545303241
Balanced All-Rounder,1.257228026118959,3.409438530642252,2.7233282282808546,3.1133943919666893,3.458994001674291
Balanced All-Rounder,2.811797561227179,2.8964131465942193,2.786124832445361,3.9703162017882816,3.4187599601274967
Balanced All-Rounder,3.220583537737361,1.7290482789077173,2.6214202567868456,3.8986691603391743,3.037696573123923
Balanced All-Rounder,3.6595314695891386,4.766511800327634,4.038606069208816,3.0931583376997422,2.489010829804273
Balanced All-Rounder,1.0,2.8316150775271476,2.6739875041831507,3.3903661943953756,2.8460947730253126
Balanced All-Rounder,2.6796149405632055,1.2206010694927794,2.0600321708499334,3.4766510408005575,4.715907631132694
Balanced All-Rounder,2.9024746162543766,3.3278110735741233,3.9524781569528056,2.1891060637997506,3.366814043285442
Balanced All-Rounder,2.2595098936678415,3.8648244384910115,3.1514030479517325,3.2984518139814396,2.217401402581411
Balanced All-Rounder,3.707032359610785,5.0,1.9920883045717939,2.660240992352476,3.231607474168092
Balanced All-Rounder,3.7864062119958164,2.440453714710531,1.0,4.359189494164025,3.760506119584143
Balanced All-Rounder,1.2570524695133347,2.392431208220444,4.568182429527326,4.447796418457866,3.9386400226789444
Balanced All-Rounder,2.8238875660401375,3.08298741881251,2.8690741948738734,4.128239783268837,2.12415759350489
Balanced All-Rounder,2.1942003451157954,4.010274586836015,2.9556385444884383,4.378467355453808,2.3284877930194545
Balanced All-Rounder,2.945221639661175,2.0775870151560465,3.007362681423567,1.521453063001201,2.5123665790450374
Balanced All-Rounder,1.5637461350718822,3.693923233191258,3.716589339759652,1.269737269515655,4.333885745500573
Balanced All-Rounder,5.0,3.046006386736341,2.358885739775355,5.0,1.6810315016974893
Balanced All-Rounder,3.0201064668690982,3.1796222726319234,4.345147620452415,3.3597389751267883,2.5013661042115487
Balanced All-Rounder,2.0488156296120437,2.6581781797538646,1.9930726390548559,3.0478253197846827,2.4358038201395136
Balanced All-Rounder,1.5059622067102494,4.255145788374904,2.5023274765709607,1.7318631950246874,2.8317408655124585
Balanced All-Rounder,3.068371565967659,1.2535332744209664,3.331647667125763,1.9528424313097354,4.711028809190788
Balanced All-Rounder,3.5239605120767346,2.6001000098906837,2.2548322296826497,2.895032292436376,3.61279074158329
Balanced All-Rounder,2.9745058714148005,2.7828411928631436,3.0583702908178956,2.396141068763045,2.6567940731569624
Balanced All-Rounder,1.0,3.9737262308523675,3.298797780321762,2.22654415596657,4.898734981355239
Balanced All-Rounder,3.0870164803923865,1.963856428024803,3.8567374214704584,3.3980482165092623,3.3945799854842194
Balanced All-Rounder,2.5742443953484093,3.450495723778035,2.7382417097789054,3.5559414516458423,1.0950555459893612
Balanced All-Rounder,2.566126537020811,4.722155097808194,2.2329325445997,2.396161702506814,2.552038661550025
Balanced All-Rounder,1.7851938641113567,1.0,2.769413601476387,3.135859424081657,2.947494931461348
Balanced All-Rounder,2.8551214380521133,3.0430408708503878,4.022841471550764,2.8095538140707834,2.4259174229127303
Balanced All-Rounder,2.7188745151119136,3.579346759756776,4.41202687854325,2.3718562608308216,3.0989337870288836
Balanced All-Rounder,3.3383574419359596,2.007421993271177,3.0204171672129183,1.534326142657905,1.2309496962606012
Balanced All-Rounder,3.366746407892257,2.616125258669217,3.202280407621219,2.98210502299165,2.0235999513362026
Balanced All-Rounder,2.9547456980356634,1.7668986949851448,4.390972358001401,1.6440296551400362,2.8042147290314188
Balanced All-Rounder,1.9577284119527518,3.5704211733607956,2.6685686287184973,2.4813332803787898,3.8532015450515544
Balanced All-Rounder,3.0294305916775524,3.516644445935967,2.018674063482535,1.595183056072493,3.1072079620401336
Balanced All-Rounder,2.681153644505269,3.6264346724539442,2.9200915473374502,3.20507533923463,1.3766174700587561
Balanced All-Rounder,4.888436939614257,2.835758014967968,3.697586970339199,2.1639083297803734,3.308009902217341
Balanced All-Rounder,1.6971552364752547,3.452067838259671,2.644025915614167,3.0291905039355673,3.6979740301300974
Balanced All-Rounder,1.7674596887797198,2.315508269387203,3.4573242810867653,5.0,2.861917665338518
Balanced All-Rounder,3.5911361179239325,2.8930285301415197,4.942245594756299,1.2527783330347444,3.094621044669358
Balanced All-Rounder,1.374455966437939,1.0,3.2974620531178167,3.139497796147459,2.7151630622577985
Balanced All-Rounder,2.8938059099602467,5.0,2.7418248619685657,3.510124361250075,2.350635180386119
Balanced All-Rounder,3.295232575040603,2.7617663249443827,2.58948151727027,4.818898532200325,4.177184963184339
